date,category,resized_dimension,batch_size,color_augmentation,move_augmentation,model_type,retrain_layers,loss,error_score,roc_auc,tpr,fpr
2026-07-29 18:05:44,bolt,64x64,32,False,False,VAE_transfer,none,0.00925938505679369,0.007541525,0.5114017299176427,0.02416918429003021,0.0
2026-07-29 18:06:05,ribbon,64x64,32,False,False,VAE_transfer,none,0.00865581352263689,0.005472993,0.5353686474355978,0.0,0.0
2026-07-29 18:06:23,sponge,64x64,32,False,False,VAE_transfer,none,0.008655503392219543,0.005170228,0.934968069029396,0.099644128113879,0.0
2026-07-29 18:06:41,tape,64x64,32,False,False,VAE_transfer,none,0.009085919708013535,0.0065740813,0.7636456168624624,0.0,0.0
